»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Hysteresis ««««««««««««««««««««««««««««««««««««
»»»  Executed Version:	5.51.0
»»»  Vision Version:	5.51.3 (R)
»»»  Vision Compiled:	8/27/25
»»»  Driver Version:	5.51.0
»»»  Windows Version:	Windows 7
»»»  Processor Information:	x86 (AMD or Intel) - 2 Processors
»»»  Tester Name:	PMF20724-485 (500V)
»»»  Tester S/N:	PMF20724-485
»»»  Internal Amp Type:	500V Rev D Slow
»»»  Internal Amp S/N:	  iAB5-000/D   
»»»  Execution Count:	1
»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»««««««««««««««««««««««««««««««««««««««««««

Stored:	3/12/2026 - 12:49:55
Configured:	03/09/26 06:20:57 PM
Executed:	03/12/26 12:49:33 PM

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Sample Info ««««««««««««««««««««««««««««««««««««
Sample Name:	
Lot Name:	
Wafer Name:	
Die Row/Column:	0/0
Capacitor Number:	0
Sample Area (cm2):	3.14e-06
Sample Thickness (microns):	8.00e-02

Amplifier:	Internal

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Tester Info «««««««««««««««««««««««««««««««««««
Tester Name:	PMF20724-485 (500V)
Tester Serial Number:	PMF20724-485
Return Signal Amp. Level:	100.0 [Index: 0]

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Hysteresis Info ««««««««««««««««««««««««««««««««««
Task Name:	'
Volts:	0.75
Field:	93.75 (kV/cm)
DCBias:	0.25
DCField:	31.25 (kV/cm)
Hysteresis Period (ms):	2.00e+00
Preset:	Enabled
Preset Delay (ms):	1.00e+03
Profile:	Double Bipolar

»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»»» Data «««««««««««««««««««««««««««««««««««««««
Points:	2001

Valid Data

Point	Time (ms)	Drive Voltage	Measured Polarization (uC/cm2)	Capacitance (uF)	Normalized Capacitance (uF/cm2)	Dielectric Constant	Instantaneous Current (mA)
 886	8.8500e-01	-0.0985	-12.625745	0.000038	11.947089	1.079409	0.000123
 887	8.8600e-01	-0.0947	-12.590095	0.000034	10.911675	0.985860	0.000112
 888	8.8700e-01	-0.0906	-12.552102	0.000037	11.628500	1.050625	0.000119
 889	8.8800e-01	-0.0866	-12.511508	0.000039	12.424973	1.122585	0.000128
 890	8.8900e-01	-0.0867	-12.471173	-0.000039	-12.345326	-1.115389	0.000127
 891	8.9000e-01	-0.0809	-12.430839	0.000039	12.345326	1.115389	0.000127
 892	8.9100e-01	-0.0752	-12.399091	0.000031	9.716966	0.877919	0.000100
 893	8.9200e-01	-0.0786	-12.357196	-0.000040	-12.823209	-1.158566	0.000132
 894	8.9300e-01	-0.0729	-12.320244	0.000036	11.309911	1.021840	0.000116
 895	8.9400e-01	-0.0687	-12.283032	0.000036	11.389559	1.029037	0.000117
 896	8.9500e-01	-0.0623	-12.241136	0.000040	12.823209	1.158566	0.000132
 897	8.9600e-01	-0.0643	-12.194817	-0.000045	-14.177213	-1.280899	0.000146
 898	8.9700e-01	-0.0592	-12.154222	0.000039	12.424973	1.122585	0.000128
 899	8.9800e-01	-0.0600	-12.116490	-0.000036	-11.548853	-1.043429	0.000119
 900	8.9900e-01	-0.0571	-12.077977	0.000037	11.787795	1.065017	0.000121
 901	9.0000e-01	-0.0508	-12.044408	0.000032	10.274497	0.928292	0.000105
 902	9.0100e-01	-0.0488	-12.005635	0.000037	11.867442	1.072213	0.000122
 903	9.0200e-01	-0.0448	-11.966601	0.000038	11.947089	1.079409	0.000123
 904	9.0300e-01	-0.0449	-11.933033	-0.000032	-10.274497	-0.928292	0.000105
 905	9.0400e-01	-0.0397	-11.895300	0.000036	11.548853	1.043429	0.000119
 906	9.0500e-01	-0.0382	-11.852624	0.000041	13.062151	1.180154	0.000134
 907	9.0600e-01	-0.0337	-11.813330	0.000038	12.026737	1.086605	0.000123
 908	9.0700e-01	-0.0269	-11.778200	0.000034	10.752380	0.971468	0.000110
 909	9.0800e-01	-0.0277	-11.743070	-0.000034	-10.752380	-0.971468	0.000110
 910	9.0900e-01	-0.0275	-11.703256	0.000038	12.186031	1.100997	0.000125
 911	9.1000e-01	-0.0224	-11.662141	0.000040	12.584268	1.136977	0.000129
 912	9.1100e-01	-0.0218	-11.623368	0.000037	11.867442	1.072213	0.000122
 913	9.1200e-01	-0.0155	-11.578609	0.000043	13.699329	1.237722	0.000141
 914	9.1300e-01	-0.0156	-11.538795	-0.000038	-12.186031	-1.100997	0.000125
 915	9.1400e-01	-0.0115	-11.500542	0.000037	11.708148	1.057821	0.000120
 916	9.1500e-01	-0.0083	-11.464111	0.000035	11.150617	1.007448	0.000114
 917	9.1600e-01	-0.0057	-11.428981	0.000034	10.752380	0.971468	0.000110
 918	9.1700e-01	-0.0008	-11.392810	0.000035	11.070970	1.000252	0.000114
 919	9.1800e-01	-0.0002	-11.350914	0.000040	12.823209	1.158566	0.000132
 920	9.1900e-01	0.0067	-11.310840	0.000039	12.265678	1.108193	0.000126
 921	9.2000e-01	0.0062	-11.272327	-0.000037	-11.787795	-1.065017	0.000121
 922	9.2100e-01	0.0112	-11.232253	0.000039	12.265678	1.108193	0.000126
 923	9.2200e-01	0.0124	-11.198944	0.000032	10.194850	0.921096	0.000105
 924	9.2300e-01	0.0153	-11.162513	0.000035	11.150617	1.007448	0.000114
 925	9.2400e-01	0.0208	-11.122179	0.000039	12.345326	1.115389	0.000127
 926	9.2500e-01	0.0217	-11.074558	0.000046	14.575449	1.316879	0.000150
 927	9.2600e-01	0.0270	-11.029279	0.000044	13.858624	1.252114	0.000142
 928	9.2700e-01	0.0296	-10.986603	0.000041	13.062151	1.180154	0.000134
 929	9.2800e-01	0.0282	-10.942625	-0.000042	-13.460387	-1.216134	0.000138
 930	9.2900e-01	0.0331	-10.901250	0.000040	12.663915	1.144173	0.000130
 931	9.3000e-01	0.0349	-10.861175	0.000039	12.265678	1.108193	0.000126
 932	9.3100e-01	0.0424	-10.823963	0.000036	11.389559	1.029037	0.000117
 933	9.3200e-01	0.0419	-10.783369	-0.000039	-12.424973	-1.122585	0.000128
 934	9.3300e-01	0.0471	-10.734707	0.000047	14.894038	1.345663	0.000153
 935	9.3400e-01	0.0465	-10.686045	-0.000047	-14.894038	-1.345663	0.000153
 936	9.3500e-01	0.0526	-10.644410	0.000040	12.743562	1.151370	0.000131
 937	9.3600e-01	0.0561	-10.598350	0.000044	14.097566	1.273703	0.000145
 938	9.3700e-01	0.0571	-10.556194	0.000041	12.902857	1.165762	0.000132
 939	9.3800e-01	0.0613	-10.508834	0.000046	14.495802	1.309683	0.000149
 940	9.3900e-01	0.0638	-10.462254	0.000045	14.256860	1.288095	0.000146
 941	9.4000e-01	0.0661	-10.408388	0.000052	16.486983	1.489584	0.000169
 942	9.4100e-01	0.0692	-10.348797	0.000057	18.239223	1.647898	0.000187
 943	9.4200e-01	0.0747	-10.294931	0.000052	16.486983	1.489584	0.000169
 944	9.4300e-01	0.0777	-10.238983	0.000054	17.124162	1.547153	0.000176
 945	9.4400e-01	0.0795	-10.193964	0.000043	13.778976	1.244918	0.000141
 946	9.4500e-01	0.0841	-10.141399	0.000051	16.088747	1.453604	0.000165
 947	9.4600e-01	0.0846	-10.090916	0.000049	15.451569	1.396036	0.000159
 948	9.4700e-01	0.0858	-10.034708	0.000054	17.203809	1.554349	0.000177
 949	9.4800e-01	0.0922	-9.980582	0.000052	16.566631	1.496780	0.000170
 950	9.4900e-01	0.0939	-9.920991	0.000057	18.239223	1.647898	0.000187
 951	9.5000e-01	0.0970	-9.859838	0.000059	18.717107	1.691074	0.000192
 952	9.5100e-01	0.1018	-9.804151	0.000054	17.044514	1.539957	0.000175
 953	9.5200e-01	0.1012	-9.745600	-0.000056	-17.920634	-1.619113	0.000184
 954	9.5300e-01	0.1046	-9.687311	0.000056	17.840987	1.611917	0.000183
 955	9.5400e-01	0.1118	-9.626418	0.000059	18.637460	1.683878	0.000191
 956	9.5500e-01	0.1139	-9.552515	0.000071	22.619823	2.043681	0.000232
 957	9.5600e-01	0.1115	-9.485118	-0.000065	-20.628641	-1.863779	0.000212
 958	9.5700e-01	0.1174	-9.414337	0.000068	21.664056	1.957328	0.000222
 959	9.5800e-01	0.1235	-9.349281	0.000063	19.911816	1.799015	0.000204
 960	9.5900e-01	0.1238	-9.283445	0.000063	20.150758	1.820603	0.000207
 961	9.6000e-01	0.1266	-9.214226	0.000067	21.186172	1.914152	0.000217
 962	9.6100e-01	0.1303	-9.149170	0.000063	19.911816	1.799015	0.000204
 963	9.6200e-01	0.1349	-9.081512	0.000065	20.708288	1.870975	0.000213
 964	9.6300e-01	0.1343	-8.997981	-0.000080	-25.566771	-2.309935	0.000262
 965	9.6400e-01	0.1394	-8.914970	0.000080	25.407477	2.295543	0.000261
 966	9.6500e-01	0.1411	-8.834301	0.000078	24.690651	2.230778	0.000253
 967	9.6600e-01	0.1431	-8.761178	0.000070	22.380881	2.022093	0.000230
 968	9.6700e-01	0.1475	-8.689617	0.000069	21.902997	1.978916	0.000225
 969	9.6800e-01	0.1497	-8.614673	0.000072	22.938412	2.072465	0.000235
 970	9.6900e-01	0.1524	-8.534524	0.000077	24.531357	2.216386	0.000252
 971	9.7000e-01	0.1566	-8.437461	0.000093	29.708429	2.684130	0.000305
 972	9.7100e-01	0.1631	-8.331811	0.000102	32.336789	2.921600	0.000332
 973	9.7200e-01	0.1647	-8.241773	0.000087	27.557953	2.489837	0.000283
 974	9.7300e-01	0.1658	-8.149915	0.000088	28.115484	2.540209	0.000289
 975	9.7400e-01	0.1690	-8.064302	0.000082	26.203949	2.367504	0.000269
 976	9.7500e-01	0.1717	-7.983633	0.000078	24.690651	2.230778	0.000253
 977	9.7600e-01	0.1732	-7.895157	0.000085	27.080069	2.446660	0.000278
 978	9.7700e-01	0.1803	-7.806421	0.000085	27.159717	2.453856	0.000279
 979	9.7800e-01	0.1813	-7.694265	0.000108	34.327970	3.101502	0.000352
 980	9.7900e-01	0.1855	-7.590956	0.000099	31.619963	2.856836	0.000325
 981	9.8000e-01	0.1867	-7.493633	0.000094	29.788076	2.691326	0.000306
 982	9.8100e-01	0.1927	-7.398912	0.000091	28.991604	2.619366	0.000298
 983	9.8200e-01	0.1954	-7.302630	0.000093	29.469487	2.662542	0.000302
 984	9.8300e-01	0.1968	-7.209210	0.000090	28.593367	2.583385	0.000293
 985	9.8400e-01	0.1978	-7.105901	0.000099	31.619963	2.856836	0.000325
 986	9.8500e-01	0.2041	-6.975790	0.000125	39.823631	3.598030	0.000409
 987	9.8600e-01	0.2088	-6.849842	0.000121	38.549275	3.482893	0.000396
 988	9.8700e-01	0.2078	-6.734824	-0.000111	-35.204090	-3.180658	0.000361
 989	9.8800e-01	0.2103	-6.621887	0.000109	34.566912	3.123090	0.000355
 990	9.8900e-01	0.2160	-6.518839	0.000099	31.540316	2.849640	0.000324
 991	9.9000e-01	0.2200	-6.418133	0.000097	30.823491	2.784875	0.000316
 992	9.9100e-01	0.2216	-6.310921	0.000103	32.814672	2.964777	0.000337
 993	9.9200e-01	0.2238	-6.186014	0.000120	38.230686	3.454109	0.000392
 994	9.9300e-01	0.2293	-6.056683	0.000124	39.584690	3.576442	0.000406
 995	9.9400e-01	0.2290	-5.929435	-0.000122	-38.947512	-3.518873	0.000400
 996	9.9500e-01	0.2321	-5.813115	0.000112	35.602327	3.216639	0.000365
 997	9.9600e-01	0.2371	-5.698877	0.000110	34.965148	3.159070	0.000359
 998	9.9700e-01	0.2393	-5.583078	0.000111	35.443032	3.202246	0.000364
 999	9.9800e-01	0.2445	-5.469881	0.000109	34.646559	3.130286	0.000356
1000	9.9900e-01	0.2448	-5.351740	0.000114	36.159857	3.267011	0.000371
1001	1.0000e+00	0.2496	-5.195086	0.000151	47.947652	4.332028	0.000492
1002	1.0010e+00	0.2495	-5.062372	-0.000128	-40.620104	-3.669990	0.000417
1003	1.0020e+00	0.2496	-4.934083	0.000123	39.266101	3.547657	0.000403
1004	1.0030e+00	0.2541	-4.817243	0.000112	35.761621	3.231031	0.000367
1005	1.0040e+00	0.2607	-4.704826	0.000108	34.407618	3.108698	0.000353
1006	1.0050e+00	0.2644	-4.588767	0.000112	35.522679	3.209443	0.000365
1007	1.0060e+00	0.2650	-4.473489	0.000111	35.283737	3.187854	0.000362
1008	1.0070e+00	0.2669	-4.344938	0.000124	39.345748	3.554853	0.000404
1009	1.0080e+00	0.2708	-4.203638	0.000136	43.248464	3.907460	0.000444
1010	1.0090e+00	0.2734	-4.071705	0.000127	40.381162	3.648402	0.000414
1011	1.0100e+00	0.2757	-3.944456	0.000122	38.947512	3.518873	0.000400
1012	1.0110e+00	0.2781	-3.818508	0.000121	38.549275	3.482893	0.000396
1013	1.0120e+00	0.2832	-3.700367	0.000114	36.159857	3.267011	0.000371
1014	1.0130e+00	0.2862	-3.578062	0.000118	37.434214	3.382148	0.000384
1015	1.0140e+00	0.2872	-3.454456	0.000119	37.832450	3.418128	0.000388
1016	1.0150e+00	0.2886	-3.294940	0.000153	48.823772	4.411184	0.000501
1017	1.0160e+00	0.2956	-3.147394	0.000142	45.159998	4.080166	0.000464
1018	1.0170e+00	0.2977	-3.012338	0.000130	41.336929	3.734755	0.000424
1019	1.0180e+00	0.3004	-2.886650	0.000121	38.469628	3.475697	0.000395
1020	1.0190e+00	0.3045	-2.764346	0.000118	37.434214	3.382148	0.000384
1021	1.0200e+00	0.3054	-2.644643	0.000115	36.637741	3.310187	0.000376
1022	1.0210e+00	0.3091	-2.517394	0.000122	38.947512	3.518873	0.000400
1023	1.0220e+00	0.3166	-2.375833	0.000136	43.328111	3.914656	0.000445
1024	1.0230e+00	0.3150	-2.217358	-0.000152	-48.505183	-4.382400	0.000498
1025	1.0240e+00	0.3180	-2.083083	0.000129	41.097988	3.713167	0.000422
1026	1.0250e+00	0.3236	-1.952451	0.000126	39.982926	3.612422	0.000410
1027	1.0260e+00	0.3249	-1.817916	0.000129	41.177635	3.720363	0.000423
1028	1.0270e+00	0.3266	-1.679998	0.000133	42.213049	3.813912	0.000433
1029	1.0280e+00	0.3295	-1.545723	0.000129	41.097988	3.713167	0.000422
1030	1.0290e+00	0.3329	-1.373455	0.000166	52.726488	4.763791	0.000541
1031	1.0300e+00	0.3345	-1.202749	0.000164	52.248604	4.720615	0.000536
1032	1.0310e+00	0.3402	-1.041671	0.000155	49.301656	4.454361	0.000506
1033	1.0320e+00	0.3444	-0.883716	0.000152	48.345889	4.368008	0.000496
1034	1.0330e+00	0.3452	-0.729664	0.000148	47.151180	4.260067	0.000484
1035	1.0340e+00	0.3499	-0.586022	0.000138	43.965289	3.972225	0.000451
1036	1.0350e+00	0.3532	-0.440817	0.000140	44.443173	4.015401	0.000456
1037	1.0360e+00	0.3518	-0.285985	-0.000149	-47.390121	-4.281655	0.000486
1038	1.0370e+00	0.3592	-0.113197	0.000166	52.885783	4.778184	0.000543
1039	1.0380e+00	0.3620	0.070000	0.000176	56.071673	5.066026	0.000576
1040	1.0390e+00	0.3635	0.236022	0.000160	50.814954	4.591086	0.000522
1041	1.0400e+00	0.3685	0.396840	0.000155	49.222008	4.447165	0.000505
1042	1.0410e+00	0.3703	0.550631	0.000148	47.071532	4.252871	0.000483
1043	1.0420e+00	0.3754	0.704943	0.000148	47.230827	4.267263	0.000485
1044	1.0430e+00	0.3761	0.874088	0.000163	51.770721	4.677439	0.000531
1045	1.0440e+00	0.3805	1.062489	0.000181	57.664618	5.209947	0.000592
1046	1.0450e+00	0.3817	1.253493	0.000184	58.461091	5.281908	0.000600
1047	1.0460e+00	0.3852	1.436690	0.000176	56.071673	5.066026	0.000576
1048	1.0470e+00	0.3861	1.608437	0.000165	52.567194	4.749399	0.000540
1049	1.0480e+00	0.3896	1.772117	0.000157	50.098128	4.526321	0.000514
1050	1.0490e+00	0.3960	1.924347	0.000146	46.593649	4.209695	0.000478
1051	1.0500e+00	0.3927	2.081782	-0.000151	-48.186594	-4.353616	0.000495
1052	1.0510e+00	0.3957	2.246763	0.000159	50.496365	4.562302	0.000518
1053	1.0520e+00	0.4022	2.427357	0.000174	55.275200	4.994065	0.000567
1054	1.0530e+00	0.4086	2.604829	0.000171	54.319433	4.907713	0.000558
1055	1.0540e+00	0.4077	2.778138	-0.000167	-53.045077	-4.792576	0.000544
1056	1.0550e+00	0.4112	2.940517	0.000156	49.699892	4.490341	0.000510
1057	1.0560e+00	0.4132	3.096910	0.000150	47.868005	4.324832	0.000491
1058	1.0570e+00	0.4185	3.256947	0.000154	48.983067	4.425577	0.000503
1059	1.0580e+00	0.4221	3.407616	0.000145	46.115765	4.166518	0.000473
1060	1.0590e+00	0.4224	3.599921	0.000185	58.859327	5.317888	0.000604
1061	1.0600e+00	0.4294	3.783118	0.000176	56.071673	5.066026	0.000576
1062	1.0610e+00	0.4272	3.959809	-0.000170	-54.080491	-4.886124	0.000555
1063	1.0620e+00	0.4314	4.114902	0.000149	47.469769	4.288851	0.000487
1064	1.0630e+00	0.4380	4.256723	0.000136	43.407758	3.921852	0.000446
1065	1.0640e+00	0.4414	4.404790	0.000142	45.319293	4.094558	0.000465
1066	1.0650e+00	0.4405	4.545570	-0.000135	-43.089169	-3.893068	0.000442
1067	1.0660e+00	0.4417	4.688953	0.000138	43.885642	3.965029	0.000450
1068	1.0670e+00	0.4459	4.853934	0.000159	50.496365	4.562302	0.000518
1069	1.0680e+00	0.4510	5.015012	0.000155	49.301656	4.454361	0.000506
1070	1.0690e+00	0.4536	5.158655	0.000138	43.965289	3.972225	0.000451
1071	1.0700e+00	0.4581	5.296313	0.000132	42.133402	3.806715	0.000432
1072	1.0710e+00	0.4587	5.430327	0.000129	41.018340	3.705971	0.000421
1073	1.0720e+00	0.4596	5.568506	0.000133	42.292697	3.821108	0.000434
1074	1.0730e+00	0.4662	5.703301	0.000130	41.257282	3.727559	0.000423
1075	1.0740e+00	0.4671	5.866461	0.000157	49.938834	4.511929	0.000513
1076	1.0750e+00	0.4701	6.020512	0.000148	47.151180	4.260067	0.000484
1077	1.0760e+00	0.4734	6.151404	0.000126	40.062573	3.619618	0.000411
1078	1.0770e+00	0.4762	6.273189	0.000117	37.274919	3.367756	0.000383
1079	1.0780e+00	0.4774	6.396534	0.000119	37.752803	3.410932	0.000387
1080	1.0790e+00	0.4842	6.508950	0.000108	34.407618	3.108698	0.000353
1081	1.0800e+00	0.4869	6.627612	0.000114	36.319152	3.281403	0.000373
1082	1.0810e+00	0.4895	6.749917	0.000118	37.434214	3.382148	0.000384
1083	1.0820e+00	0.4922	6.884452	0.000129	41.177635	3.720363	0.000423
1084	1.0830e+00	0.4935	7.003374	0.000114	36.398799	3.288599	0.000374
1085	1.0840e+00	0.4979	7.117872	0.000110	35.044796	3.166266	0.000360
1086	1.0850e+00	0.4996	7.227946	0.000106	33.690792	3.043933	0.000346
1087	1.0860e+00	0.5041	7.333856	0.000102	32.416436	2.928796	0.000333
1088	1.0870e+00	0.5067	7.437685	0.000100	31.779258	2.871228	0.000326
1089	1.0880e+00	0.5111	7.545418	0.000104	32.973967	2.979169	0.000338
1090	1.0890e+00	0.5135	7.674228	0.000124	39.425395	3.562049	0.000405
1091	1.0900e+00	0.5211	7.783782	0.000105	33.531498	3.029541	0.000344
1092	1.0910e+00	0.5201	7.877982	-0.000091	-28.832309	-2.604974	0.000296
1093	1.0920e+00	0.5216	7.974265	0.000093	29.469487	2.662542	0.000302
1094	1.0930e+00	0.5232	8.070026	0.000092	29.310193	2.648150	0.000301
1095	1.0940e+00	0.5309	8.160844	0.000087	27.796895	2.511425	0.000285
1096	1.0950e+00	0.5335	8.258428	0.000094	29.867724	2.698522	0.000307
1097	1.0960e+00	0.5322	8.351587	-0.000090	-28.513720	-2.576189	0.000293
1098	1.0970e+00	0.5362	8.443186	0.000088	28.035837	2.533013	0.000288
1099	1.0980e+00	0.5437	8.534784	0.000088	28.035837	2.533013	0.000288
1100	1.0990e+00	0.5434	8.622740	-0.000085	-26.920775	-2.432268	0.000276
1101	1.1000e+00	0.5434	8.704189	0.000078	24.929593	2.252367	0.000256
1102	1.1010e+00	0.5486	8.780695	0.000074	23.416295	2.115641	0.000240
1103	1.1020e+00	0.5534	8.862925	0.000079	25.168535	2.273955	0.000258
1104	1.1030e+00	0.5560	8.966233	0.000099	31.619963	2.856836	0.000325
1105	1.1040e+00	0.5575	9.050025	0.000081	25.646419	2.317131	0.000263
1106	1.1050e+00	0.5605	9.136159	0.000083	26.363244	2.381896	0.000271
1107	1.1060e+00	0.5670	9.215267	0.000076	24.212768	2.187602	0.000249
1108	1.1070e+00	0.5688	9.289430	0.000071	22.699470	2.050877	0.000233
1109	1.1080e+00	0.5711	9.360731	0.000069	21.823350	1.971720	0.000224
1110	1.1090e+00	0.5735	9.432032	0.000069	21.823350	1.971720	0.000224
1111	1.1100e+00	0.5783	9.505415	0.000071	22.460528	2.029289	0.000231
1112	1.1110e+00	0.5834	9.579058	0.000071	22.540175	2.036485	0.000231
1113	1.1120e+00	0.5795	9.657905	-0.000076	-24.133121	-2.180406	0.000248
1114	1.1130e+00	0.5845	9.726864	0.000066	21.106525	1.906956	0.000217
1115	1.1140e+00	0.5905	9.793221	0.000064	20.310052	1.834995	0.000208
1116	1.1150e+00	0.5910	9.856716	0.000061	19.433932	1.755839	0.000199
1117	1.1160e+00	0.5913	9.926195	0.000067	21.265819	1.921348	0.000218
1118	1.1170e+00	0.5968	9.996976	0.000068	21.664056	1.957328	0.000222
1119	1.1180e+00	0.5991	10.067496	0.000068	21.584408	1.950132	0.000222
1120	1.1190e+00	0.6026	10.139838	0.000070	22.141939	2.000505	0.000227
1121	1.1200e+00	0.6056	10.206975	0.000065	20.548994	1.856583	0.000211
1122	1.1210e+00	0.6078	10.264485	0.000055	17.602045	1.590329	0.000181
1123	1.1220e+00	0.6121	10.326678	0.000060	19.035696	1.719858	0.000195
1124	1.1230e+00	0.6147	10.386529	0.000058	18.318870	1.655094	0.000188
1125	1.1240e+00	0.6176	10.440395	0.000052	16.486983	1.489584	0.000169
1126	1.1250e+00	0.6215	10.495562	0.000053	16.885220	1.525565	0.000173
1127	1.1260e+00	0.6231	10.558536	0.000061	19.274638	1.741446	0.000198
1128	1.1270e+00	0.6273	10.620469	0.000060	18.956049	1.712662	0.000195
1129	1.1280e+00	0.6313	10.674075	0.000052	16.407336	1.482388	0.000168
1130	1.1290e+00	0.6338	10.730023	0.000054	17.124162	1.547153	0.000176
1131	1.1300e+00	0.6367	10.780506	0.000049	15.451569	1.396036	0.000159
1132	1.1310e+00	0.6422	10.842179	0.000059	18.876401	1.705466	0.000194
1133	1.1320e+00	0.6441	10.890841	0.000047	14.894038	1.345663	0.000153
1134	1.1330e+00	0.6431	10.956937	-0.000064	-20.230405	-1.827799	0.000208
1135	1.1340e+00	0.6490	11.020952	0.000062	19.593227	1.770231	0.000201
1136	1.1350e+00	0.6532	11.073777	0.000051	16.168394	1.460800	0.000166
1137	1.1360e+00	0.6595	11.124781	0.000049	15.610864	1.410428	0.000160
1138	1.1370e+00	0.6566	11.177086	-0.000050	-16.009100	-1.446408	0.000164
1139	1.1380e+00	0.6597	11.222364	0.000044	13.858624	1.252114	0.000142
1140	1.1390e+00	0.6639	11.271286	0.000047	14.973685	1.352859	0.000154
1141	1.1400e+00	0.6655	11.320989	0.000048	15.212627	1.374447	0.000156
1142	1.1410e+00	0.6689	11.373814	0.000051	16.168394	1.460800	0.000166
1143	1.1420e+00	0.6709	11.419093	0.000044	13.858624	1.252114	0.000142
1144	1.1430e+00	0.6747	11.466974	0.000046	14.655096	1.324075	0.000150
1145	1.1440e+00	0.6810	11.511472	0.000043	13.619682	1.230526	0.000140
1146	1.1450e+00	0.6798	11.555710	-0.000043	-13.540035	-1.223330	0.000139
1147	1.1460e+00	0.6855	11.604892	0.000047	15.053333	1.360055	0.000155
1148	1.1470e+00	0.6866	11.657457	0.000051	16.088747	1.453604	0.000165
1149	1.1480e+00	0.6904	11.704297	0.000045	14.336507	1.295291	0.000147
1150	1.1490e+00	0.6952	11.755821	0.000050	15.770158	1.424820	0.000162
1151	1.1500e+00	0.6999	11.800839	0.000043	13.778976	1.244918	0.000141
1152	1.1510e+00	0.7004	11.847679	0.000045	14.336507	1.295291	0.000147
1153	1.1520e+00	0.7027	11.889836	0.000041	12.902857	1.165762	0.000132
1154	1.1530e+00	0.7053	11.931731	0.000040	12.823209	1.158566	0.000132
1155	1.1540e+00	0.7061	11.973887	0.000041	12.902857	1.165762	0.000132
1156	1.1550e+00	0.7091	12.023330	0.000048	15.132980	1.367251	0.000155
1157	1.1560e+00	0.7136	12.064445	0.000040	12.584268	1.136977	0.000129
1158	1.1570e+00	0.7157	12.108162	0.000042	13.380740	1.208938	0.000137
1159	1.1580e+00	0.7180	12.145374	0.000036	11.389559	1.029037	0.000117
1160	1.1590e+00	0.7240	12.182846	0.000036	11.469206	1.036233	0.000118
1161	1.1600e+00	0.7217	12.223962	-0.000040	-12.584268	-1.136977	0.000129
1162	1.1610e+00	0.7278	12.265337	0.000040	12.663915	1.144173	0.000130
1163	1.1620e+00	0.7308	12.310876	0.000044	13.938271	1.259310	0.000143
1164	1.1630e+00	0.7350	12.351991	0.000040	12.584268	1.136977	0.000129
1165	1.1640e+00	0.7372	12.396489	0.000043	13.619682	1.230526	0.000140
1166	1.1650e+00	0.7375	12.436824	0.000039	12.345326	1.115389	0.000127
1167	1.1660e+00	0.7429	12.476117	0.000038	12.026737	1.086605	0.000123
1168	1.1670e+00	0.7497	12.517232	0.000040	12.584268	1.136977	0.000129
1169	1.1680e+00	0.7510	12.554444	0.000036	11.389559	1.029037	0.000117
1170	1.1690e+00	0.7545	12.598162	0.000042	13.380740	1.208938	0.000137
1171	1.1700e+00	0.7552	12.638236	0.000039	12.265678	1.108193	0.000126
1172	1.1710e+00	0.7584	12.675188	0.000036	11.309911	1.021840	0.000116
1173	1.1720e+00	0.7605	12.706154	0.000030	9.478024	0.856331	0.000097
1174	1.1730e+00	0.7682	12.741024	0.000034	10.672733	0.964272	0.000110
1175	1.1740e+00	0.7694	12.778756	0.000036	11.548853	1.043429	0.000119
1176	1.1750e+00	0.7700	12.818050	0.000038	12.026737	1.086605	0.000123
1177	1.1760e+00	0.7722	12.866191	0.000046	14.734744	1.331271	0.000151
1178	1.1770e+00	0.7772	12.898719	0.000031	9.955908	0.899507	0.000102
1179	1.1780e+00	0.7812	12.939054	0.000039	12.345326	1.115389	0.000127
1180	1.1790e+00	0.7832	12.978087	0.000038	11.947089	1.079409	0.000123
1181	1.1800e+00	0.7861	13.008793	0.000030	9.398377	0.849135	0.000096
1182	1.1810e+00	0.7895	13.044704	0.000035	10.991322	0.993056	0.000113
1183	1.1820e+00	0.7927	13.078533	0.000033	10.354144	0.935488	0.000106
1184	1.1830e+00	0.7919	13.114183	-0.000034	-10.911675	-0.985860	0.000112
1185	1.1840e+00	0.7983	13.155559	0.000040	12.663915	1.144173	0.000130
1186	1.1850e+00	0.8023	13.186005	0.000029	9.318730	0.841939	0.000096
1187	1.1860e+00	0.8038	13.215410	0.000028	9.000141	0.813155	0.000092
1188	1.1870e+00	0.8053	13.249239	0.000033	10.354144	0.935488	0.000106
1189	1.1880e+00	0.8083	13.284369	0.000034	10.752380	0.971468	0.000110
1190	1.1890e+00	0.8107	13.324443	0.000039	12.265678	1.108193	0.000126
1191	1.1900e+00	0.8167	13.355930	0.000030	9.637319	0.870723	0.000099
1192	1.1910e+00	0.8183	13.398867	0.000041	13.141798	1.187350	0.000135
1193	1.1920e+00	0.8241	13.429313	0.000029	9.318730	0.841939	0.000096
1194	1.1930e+00	0.8241	13.468086	0.000037	11.867442	1.072213	0.000122
